cntry.code,a1960,a1961,a1962,a1963,a1964,a1965,a1966,a1967,a1968,a1969,a1970,a1971,a1972,a1973,a1974,a1975,a1976,a1977,a1978,a1979,a1980,a1981,a1982,a1983,a1984,a1985,a1986,a1987,a1988,a1989,a1990,a1991,a1992,a1993,a1994,a1995,a1996,a1997,a1998,a1999,a2000,a2001,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024
JPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.42734066,33.21008023,32.35445233,30.65184959,31.0308729,29.72294203,28.50441093,28.71589589,29.31588438,29.51487698,29.81593218,30.34337994,28.64210741,25.3311155,26.3773425,25.58057141,24.89574884,25.25252313,25.77208863,28.17891582,28.72724161,29.28964909,29.12548542,29.1717019,28.14624347,29.64934664,28.76836768,29.97933894,
KAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.91091752,19.05267509,16.06032269,15.15365069,13.70779033,21.17117233,24.80992548,30.255851,28.52074127,27.41625027,28.454821,31.0640753,29.39037769,30.08561309,29.41296528,30.38927409,32.79171291,29.75482574,28.98782519,30.14127789,27.64339206,23.90119602,25.93409227,27.79133015,26.68268532,26.23044455,24.49573942,28.28347535,26.84914084,
KEN,,,,,,,,,,,,,,,,12.25729248,17.42962907,25.30817951,18.19384681,14.25156669,17.27965382,19.67944793,16.16404628,20.26883345,17.9444875,23.97474255,21.21527323,18.2579692,20.18254707,14.59731874,18.99172989,19.37218672,15.1245832,37.15647438,33.79850477,23.81787736,16.48075016,16.27074331,16.25858413,18.48646685,12.88052815,9.776646125,8.533097224,9.474741952,11.96134347,13.87269628,16.0612414,16.66189724,15.40485658,6.622681973,7.116656804,6.532058513,6.49889129,5.014268393,6.067957916,6.804498725,13.955398,13.27686606,14.46816087,14.07147999,15.33090316,16.54055621,16.26016177,15.85957037,
KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.06015735,4.444990405,7.813133456,1.815585661,13.94590615,-7.949290066,2.751078054,14.66597131,17.17007278,16.89305419,10.05545877,15.40623687,14.69999746,10.92974694,20.86709338,14.63585212,25.1569631,19.93336614,17.40562585,12.74084565,9.116871134,11.52685159,12.17322226,22.45501694,26.66967328,26.57941456,22.87909397,29.2597222,18.36794519,9.754085031,,
KHM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.459224077,4.499253856,5.616724785,4.674598196,8.539986326,7.23399209,13.02076907,14.68332923,17.29351252,19.34754822,16.69616969,16.20876565,14.89581753,17.59249707,17.78932141,16.69713772,14.93348396,18.34217736,16.78937529,18.91339303,19.06194283,21.29402346,22.93903363,22.80482807,25.07837294,25.95193488,32.5781257,35.76127011,35.36597268,38.28444451,38.84309281,39.44813622
KIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63204813,11.42826948,10.39447406,5.962737257,15.88242896,10.5354133,26.09615497,25.19017341,54.64649625,65.84465283,38.53859636,57.08341685,52.55520619,54.38880907,46.94567392,25.35966264,20.76745705,,
KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOR,,,,,,,,,,,,,,,,,25.54352993,28.55010452,31.5866505,30.65700892,25.10306565,24.51807631,26.42051352,30.08424665,32.09500985,32.04072762,35.42204876,39.17007406,41.41735711,38.71988423,39.02619244,39.03767405,38.13350428,38.19792218,37.89659797,37.6826403,35.9658109,35.91391946,37.72344712,35.37572139,33.8935814,31.93763718,31.45440086,32.98186327,35.46226062,33.76562363,32.89055346,33.45347261,33.32190514,33.28145476,35.04450744,34.67131668,34.66378694,34.84908939,34.98708153,36.34866468,36.78522554,37.01406395,35.85512285,34.78038233,36.22874636,36.75142807,34.4485036,33.78812669,
KWT,,,,,,,,,,,,,,,,67.87210747,69.31792127,55.5451372,59.77064678,70.36316774,69.37864123,71.29749791,48.212414,51.23136795,53.25974871,44.20320488,56.43737585,52.29292225,49.0220394,51.80950061,19.68368411,-236.2422616,22.89988164,31.19358058,31.41336094,37.71059036,39.92214898,42.61787341,26.98791325,31.36088784,49.56655562,38.15887203,28.28473286,36.30634505,48.73520697,58.86399471,66.88440872,57.24848396,58.50181959,42.92629659,50.68767191,57.53979048,58.97830731,55.51185534,50.17061548,30.91775032,25.45183601,35.49196268,39.89584904,35.68908092,22.95221714,39.65138761,51.07655368,,
LAC,,,,,,,,,,,,,,,,,21.43401966,21.37037168,21.02186342,20.4779475,21.00093554,20.5909492,18.82704689,18.64144381,19.37622817,21.44626024,18.21857451,21.44793034,22.49692464,25.71004726,18.46910572,17.85495274,17.77113984,18.58950578,18.27337015,16.79304187,16.64394836,16.54968876,16.80458306,16.19152312,16.28301097,15.8445815,17.56487289,17.95317386,18.76572463,18.20606957,20.19314894,20.63212046,20.09435092,18.21277393,18.50932775,18.99534574,18.27890735,17.62422241,16.89034124,16.28538982,16.13871629,16.37441665,15.95804539,16.12103615,17.30153764,18.78618559,17.27768161,16.85106934,16.48967908
LAO,,,,,,,,,,,,,,,,,,,,,,,,,4.997561053,3.410325332,4.560123215,4.741678574,-0.61281468,,,,,,,,,,,,8.529461086,1.396712837,18.36760584,10.56472019,14.72240539,20.24489326,22.56604564,19.13907497,14.03131697,16.62104801,9.674717252,18.40307815,6.868000945,5.717231069,10.17183716,10.74736547,17.63879553,,,,,,,,
LBN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.236025907,-16.35902798,6.464537178,7.472650566,10.28383706,14.74982939,8.0544156,7.455182006,4.933340862,2.700927031,-2.527303467,-2.319011309,-3.631198206,2.440410617,2.064257858,-0.934856774,-3.798691782,-6.015264137,2.235463171,-6.603621214,-21.01283996,-11.82248891,
LBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.03593868,14.32968308,15.45797361,11.4658859,15.81542048,20.52676859,23.01844364,16.7326166,11.36482968,16.23340195,32.39239807,27.55719287,27.78094726,49.3116511,43.88491187,61.85593733,67.90200574,64.14435084,66.2682811,43.23159746,51.80383375,21.06178033,45.5935323,30.26244454,13.23626294,5.745893231,1.836064669,21.39593027,30.88996,19.08084347,-0.301700259,28.53434404,33.51723942,22.14389277,
LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCN,,,,,,,,,,,,,,,,,21.47721849,21.0666837,20.46115648,20.27634791,20.69995636,19.90650715,17.72651416,17.31446802,19.07399735,20.93577742,18.02667024,21.38914084,22.2574776,25.07035572,19.23330947,18.31900464,18.05840531,18.62599709,18.58687133,17.53927092,17.88309972,17.79498362,17.61353872,17.12815273,17.50909068,16.85806486,18.44382995,18.76066431,19.82578994,19.60514327,21.48593752,21.75978218,21.1020021,18.77825755,19.49512602,19.7091989,18.89995757,17.99315135,16.77078122,16.74427727,16.56043033,16.680776,16.24380946,16.42079673,17.39001313,18.67814895,17.36142133,17.14589292,16.71381405
LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.21532524,28.54101026,28.80377498,29.01867086,25.65525122,28.84520964,28.65493864,27.37218639,25.93778203,25.71550927,23.79882907,24.90740192,24.92884763,25.00192583,27.08315563,25.83790573,27.86184708,27.48010995,28.73653446,
LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.63804314,19.21467202,19.79893224,18.28384442,14.79130304,18.79193691,17.98104478,12.58344891,12.71604142,14.14568828,12.00181865,14.57460281,13.7800721,10.74012808,13.14825511,11.45076763,12.92877552,,,
LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,,,,,,,,,,,,,,,,7.537896825,2.908484952,5.131476096,11.15229777,22.67599516,25.73613733,26.77387051,28.28235105,26.69216756,24.1453333,23.70354721,23.68409025,24.16404001,24.70399593,23.58043718,23.70049146,23.61268956,24.45369021,25.61813858,24.37927304,20.83157055,21.60054009,22.20264759,22.64724406,23.38654005,22.0996559,22.95410178,21.31126879,21.65615495,22.11889732,24.16260618,22.68688463,23.62660592,18.03312531,23.92987562,,,,,,32.04789968,34.46781834,37.28613705,35.12675622,32.03480285,31.35297266,33.00429613,25.85967025,26.0989732,
LMC,,,,,,,,,,,,,,,,,,15.703823,15.38033601,15.98554599,15.61046964,18.39121067,18.27112201,18.73121773,17.98617136,17.64203351,17.17087166,18.67821427,19.32876705,20.37409616,21.91115666,22.29702199,23.03832091,23.08916041,24.05125223,24.21105002,23.74419502,24.07474714,24.12990703,24.64836165,24.77684404,25.15611991,26.19230094,27.31941844,29.57454825,30.11377099,31.61245025,31.70080001,31.23647404,29.77469846,30.97219167,30.02849062,29.47006128,28.9546461,28.5480755,27.48000595,27.11249085,27.50027127,27.66790337,26.89031261,25.99407462,26.09939204,25.80723773,26.68218623,
LMY,,,,,,,,,,,,,,,,,,,,,,,26.618736,26.56215372,27.36929126,28.30813146,27.38824348,28.88727161,29.95694287,29.48345446,28.30558827,29.10428269,30.29614674,31.3499393,31.46208062,29.89134697,29.54872206,29.89430108,29.15613316,27.92880681,28.20423997,28.71189595,29.9332714,31.74701277,33.90940953,34.40489963,36.26289542,37.15684193,37.77982678,35.93415165,36.95081449,36.0240197,35.36903635,34.49632258,34.35345363,32.86215589,32.18706286,32.75212505,32.59943005,32.08937217,31.91916494,33.38835676,33.50188099,32.16411429,
LSO,,,,,,,,,,,,,,,,10.61275337,12.61682112,25.22307741,38.61086637,32.66476959,49.55987683,38.02936531,,,,,,,,,,,,,,,,,,,,,,,,,,42.90948609,43.79808439,30.06502284,20.19043883,13.44837748,17.78955043,22.30953639,25.27437668,24.49920623,17.46648013,7.410877448,16.62381927,19.41402624,20.49539004,20.43799222,16.36479022,19.88909608,
LTE,,,,,,,,,,,,,,,,,,,,,,,29.54393066,28.9728059,30.83023556,31.39380704,31.3775688,33.75769243,34.90979274,34.83691277,32.61171427,31.16233071,35.54097803,36.29182457,35.49516815,32.7270302,31.98200077,31.94264211,30.74987456,30.40317178,31.1224248,31.48481857,32.16013198,34.42617324,37.04153776,37.26215806,38.95898894,40.16404754,40.71706456,38.24476164,39.70643384,39.12016662,38.42372032,37.48155055,37.33909015,35.78482638,34.69828768,35.21623857,35.14129548,34.45308871,34.47858143,36.06596188,36.33532072,34.37928908,
LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04416562,12.23184578,14.70172352,12.6431109,10.32943781,13.27519237,14.6652367,15.93548927,15.53254727,15.66387247,17.01269863,16.26384957,17.14338346,15.03933505,15.04416355,18.06005042,18.68038595,18.70476183,22.16843026,23.89602387,20.04478667,19.28075978,21.48529038,22.76557078,23.33372803,23.72547207,23.27995261,21.9635704,23.03575615,22.87746343
LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.25109449,31.73720652,30.46115601,27.38574056,23.88579032,33.14788552,36.08228264,28.90458924,36.85445532,29.8791923,11.80458536,17.93541891,18.60499125,25.44770226,22.39166927,24.12547897,17.80752686,19.56627251,21.66673897,20.46550484,18.04250104,20.50287753,20.26787197,13.20699017,16.73279647,18.44496776
LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20040485,12.52931347,14.0279793,16.14125479,12.76939281,18.67801538,19.42908459,20.69963519,21.72765049,21.43966629,24.19482066,20.02329695,22.04939772,24.29340136,31.24997874,22.74656848,23.35486477,24.86250295,22.6979007,23.18662426,24.03421589,23.53406249,24.21428392,23.47652241,23.16443056,25.19290014,21.65905634,18.73775885,19.9091582,19.03334982
MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.41722855,44.25270035,49.02469159,49.1917879,48.41284576,58.23203354,45.96651261,46.05183901,52.16678079,54.15341322,53.48065224,53.40421522,52.50212971,48.67944892,48.37061993,50.34803212,50.12620644,47.682637,40.89334522,31.55199782,37.03417173,46.86723589,
MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,,,,,,,,,,,,,,,,19.75246007,14.83273573,16.20537106,16.02863986,15.78868872,24.8186072,22.5752321,23.48671935,21.91107349,25.28172509,25.26178214,26.51053297,25.92647885,26.9863909,27.73963117,30.43960013,26.15992451,26.57124514,24.88115814,23.76298043,21.84522071,24.58680768,24.76179869,34.8304433,32.9672771,32.42728638,38.57284583,37.96411364,39.22805368,39.35678088,38.77852008,39.92387827,39.93821074,40.19030745,35.51072096,35.044103,33.7600403,31.31286388,32.64582124,25.3178069,28.25859751,28.26989401,28.59198405,27.32056306,27.23055961,27.69585194,28.36539423,26.73932002,28.2389377,
MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.24822418,13.46597821,8.712515175,4.678229704,20.29565292,18.3000329,21.96498562,21.26664603,16.86763745,24.04435799,22.90293257,21.77660817,23.86567177,23.32514813,14.05516733,17.00561094,13.96561686,16.75505676,19.72237121,17.55423391,18.31307417,18.3831146,16.24017921,15.87802065,15.53402254,16.11961473,14.42594413,10.05172248,8.767101777,5.094924506
MDG,,,,,,,,,,,,,,,5.5050071,5.156193868,7.605376371,6.677172476,4.936855163,1.148416124,37.70858511,29.48404922,21.38799079,21.90389236,23.30700279,15.31279628,18.55100089,22.47848481,14.77027978,40.07718759,31.18550265,25.81134271,32.80456766,33.52558066,27.69118764,4.477975422,8.650116579,7.676686725,7.961406764,9.559529312,8.930792895,14.48089345,5.128744237,10.64431305,16.2316227,10.39492715,14.96567179,18.99188817,23.6873011,17.59411615,16.54389156,15.51683796,12.88414454,8.311237729,14.48714522,12.90481666,16.09655747,15.12360558,18.55226083,16.39508451,8.177501176,12.47887361,16.43794849,,
MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.54193631,24.63085362,16.35147621,21.49511696,21.14983459,17.13101539,-0.287420067,16.57849154,16.83939799,11.81986611,
MEA,,,,,,,,,,,,,,,,,,34.47239761,29.13335301,33.15802371,35.64057115,,,,,,,,,21.19531145,23.03129887,7.931276128,25.16503915,24.2526388,23.45599674,24.5426055,26.29566397,25.89856642,22.03194115,26.05978183,28.97776803,,,,,37.50080155,38.8148178,38.0493945,39.61078143,29.48127989,33.85072327,37.2641303,36.428217,34.62530279,31.53801386,24.22586055,23.54985559,26.33291902,29.03504096,27.65443498,22.00566946,28.6745385,33.65582413,,
MEX,,,,,,,,,,,,,,,,,,,,21.83976287,26.10691143,25.35187675,26.09788838,28.49782973,26.34268983,26.72175979,20.97130717,25.74444384,20.56095447,19.72771377,19.82223436,18.21583197,16.4462619,18.84957839,19.18815635,20.69412615,21.30488891,21.82747025,22.56738745,22.50539136,20.86001484,20.80454522,20.56037878,19.78232086,21.46843866,19.66514054,21.89506773,21.5882388,20.40512531,20.35742585,19.12308012,19.25290977,19.16095049,16.36445681,16.84708488,18.51554917,19.38496674,20.61617243,21.49505805,21.80542027,22.19260266,21.67388391,19.96594992,20.08418387,19.02232214
MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.42961843,22.78245749,23.79367227,22.72035604,23.19050221,24.69592556,22.10290604,13.8511699,15.60572567,21.40884394,27.40323709,23.87074952,10.06092328,6.178208066,5.449918938,15.12936505,11.5855427,,,
MIC,,,,,,,,,,,,,,,,,,,,,,,26.76854412,26.70337571,27.53235663,28.4721909,27.51652165,29.0256313,30.10745254,29.61695341,28.45109026,29.26149827,30.43811974,31.50608838,31.5918325,30.02777621,29.67809722,30.00459987,29.26474937,28.03875255,28.28950668,28.76852625,29.99022827,31.80816107,33.96493057,34.55551567,36.43682205,37.33343395,37.9781112,36.14902007,37.14227153,36.2109912,35.60508777,34.72190638,34.57257324,33.08760896,32.37753704,32.9324049,32.80714567,32.26924523,32.13124644,33.57875437,33.66570505,32.24097993,
MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.19895564,6.049532058,3.880187176,7.248787078,21.89975923,12.64507133,13.06420234,15.71292275,14.57295125,18.55226413,21.89939868,17.63974476,16.19944258,20.41840852,23.79943678,25.87093836,26.66110315,27.37585005,29.87823496,28.67889937,30.27279971,31.88988845,32.71598845,31.83200486,27.1155385,29.10220986,29.91973036,30.00958318,26.23416782
MLI,,,,,,,,,,,,,,,,7.276386151,8.918472477,17.53361942,5.791420089,8.628206777,-6.986567633,-9.367917746,-8.822445647,-8.93724704,-11.60657336,-3.018063669,2.373977279,10.73335135,7.67615957,15.86919269,12.22936009,9.816903038,11.26929646,8.230697823,13.67133268,10.49876207,9.849050662,14.26581898,14.3180166,10.37479556,9.971180917,12.03975968,11.67861111,14.73397913,15.64933478,16.42263923,20.72844978,17.5977212,16.32984017,19.67087046,16.74038769,20.10033358,19.29959687,21.78365953,21.95543843,20.36910519,21.09474608,19.25805254,20.18985035,20.00621748,18.3518154,17.03485326,16.55700533,15.76582171,
MLT,,,,,,,,,,,,23.60163566,20.11228058,16.41153386,17.555832,28.26757797,31.98243409,26.60934303,28.19078127,30.01949168,31.11498141,35.11903852,32.48258972,28.82040806,29.1765512,25.06160631,25.61926646,28.57298825,31.40295936,28.77743419,30.75734761,31.0566137,28.60601863,26.63885453,25.91188384,23.84741541,19.37414744,21.53990321,19.70395408,21.35343933,16.22162691,18.08506462,21.11116496,19.03791003,17.4608921,14.05261181,12.9465776,16.36445198,17.68337104,14.51534345,18.11652918,17.67956753,18.57796936,19.29585403,23.29583986,25.89854459,22.51277731,33.32159879,29.71487064,27.60033314,26.05937251,27.04901936,22.80035598,22.60472247,21.69767405
MMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNA,,,,,,,,,,,,,,,,,,26.18041458,23.43745699,24.67815926,24.23921066,,,,,,,,,20.98812003,24.75973222,28.11556109,28.35976913,27.88933232,26.6378241,25.50861303,26.32117466,24.50770021,23.43928552,25.89906027,26.27766844,,,,,30.97062799,31.66938538,31.16591129,32.44848168,24.50893023,27.12203675,26.24566781,25.03177752,24.5050081,22.27299112,19.06096794,19.04708487,21.52280537,23.95406526,22.6169079,18.99041386,22.8736341,25.40387603,23.33578476,
MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.596981588,-8.290291402,-0.75975732,1.166783493,4.274970634,5.131021158,8.217416786,7.799453916,9.11514608,9.861785999,14.15519565,14.89603262,17.68758231,5.228699747,17.43228292,17.36449999,16.21402527,11.34984708
MNG,,,,,,,,,,,,,,,,,,,,,,22.31639615,31.22685301,21.04707866,20.03182299,19.25257585,13.59618258,8.4889431,7.947175983,14.9139554,23.38445069,25.48209878,36.49696871,41.80193838,40.56227061,38.79343834,33.03263286,37.16397373,30.86690048,33.43775964,17.4236104,17.9178901,16.28291305,25.03807312,33.65779466,39.55757364,45.95742472,41.03167997,29.96148873,27.22845591,26.63044836,30.40358852,27.6982751,26.28005202,23.44557552,16.40055941,16.97609324,17.35832119,22.14089448,20.25862666,16.3069665,20.29233437,27.17906412,33.46050045,
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.581909129,11.25817551,12.96997694,13.69945966,11.7484641,12.19619724,12.88070984,10.46264005,10.91895436,9.374460759,11.7251843,6.759414115,10.48987611,13.5855801,19.69497767,15.08357485,12.58597387,8.404639508,2.775959721,7.839892251
MRT,,,,,,,,,,,,,,,,5.376424175,-5.320374749,-8.273247007,1.364159201,-4.583777053,-1.042457349,2.483595181,-9.072372807,-5.451101799,0.704293336,12.48306382,8.745348979,10.81681309,15.7017143,13.79286101,6.587721269,17.19960196,14.91343505,7.529613552,43.16374456,16.46973961,18.54764893,10.8244925,17.78781169,,,,,,,,,,,,,,36.68700782,35.48896217,22.85670192,21.46710393,27.97587739,30.36637622,32.70532276,34.6165401,37.55243314,34.94402139,29.37447861,30.38608503,
MUS,,,,,,,,,,,,,,,,,26.75153269,21.63577457,20.21769531,20.26208295,11.59616748,13.52593937,15.49177394,16.82929354,18.23185573,21.83708652,29.31716473,29.99466216,29.33756005,27.35604024,26.8069811,28.54426865,30.00334657,28.67826298,26.24087468,26.18711074,26.60558042,28.09661287,27.56258037,26.61135151,27.84066933,29.63147961,28.57028746,26.94665736,24.1268417,19.37148369,20.58966332,25.1023921,18.89253695,14.84563013,14.82307936,12.2974379,17.16510844,14.424271,12.94638151,13.90778646,14.39437417,15.57076448,16.52126949,14.66001593,10.66584975,11.93081033,15.87795405,21.27374311,
MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYS,,,,,,,,,,,,,,,23.95660157,20.27484306,28.08260637,27.24799013,27.59066671,33.35128382,29.31830119,25.2443025,23.92370484,26.36562376,28.64990571,25.62669421,25.62086211,31.04889927,31.65529926,30.68049,30.3826807,29.27826201,31.69647503,34.71317235,35.09141613,33.89325517,37.04072348,37.02054492,39.849159,38.30598077,35.91737958,32.25177903,32.73508467,34.85265146,35.13749662,36.81575495,38.79647451,38.76684258,38.51770801,33.36344163,33.4664683,34.08180299,30.91534949,29.41984011,29.36656695,28.39914764,28.38500192,28.33598761,26.12832474,24.54615063,23.82106148,26.00996138,26.80636553,24.00990144,23.53707274
NAC,,,,,,,,,,,21.98473322,22.20931848,22.5533985,24.14694957,23.26212915,21.66797372,22.50877015,22.92517546,24.06847086,24.96324537,23.61724368,24.36729727,21.86527825,21.24819921,22.76404166,21.51987106,20.55622424,20.48938968,20.71201849,20.88218922,20.13647355,19.87760906,18.99831138,18.9386983,19.53436198,19.87853246,20.28104479,20.90142185,20.68334546,20.66218112,20.21171724,18.90262201,17.98288951,17.62105544,18.02885596,18.26304431,18.27341236,18.1012591,17.02727414,15.49924655,16.14819254,16.58752638,17.73867245,18.66805477,19.14411774,19.22938624,18.87299288,19.37667474,19.54983502,19.75052473,18.94631338,18.24055818,18.67129726,18.66358532,18.4178098
NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.81698426,26.69069971,28.87741282,25.71448739,29.4026304,30.4931339,27.80393157,24.74943324,26.61108082,23.70845949,27.64511467,22.32775855,26.26517672,26.02950966,30.28505779,30.49310165,35.48935617,28.26011747,26.66605707,16.52803312,18.57049221,14.76808878,14.97286953,19.1987084,22.93853414,16.28906904,6.044436689,13.12097785,11.64911683,13.22722987,16.77607576,4.000087978,5.301916821,10.99640165,8.645911852
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.75220633,22.96984099,26.14659759,25.2931918,25.83227177,31.16116258,23.12967304,22.02163403,25.70804937,25.56542366,19.16739147,19.13998902,21.55497671,19.92086878,19.33410848,,,,,,,,
NER,,,,,,,,,,,,,,,5.399840737,7.747064783,10.31348759,14.02179526,20.72975305,19.11657254,17.1245365,10.05699542,6.71018057,9.00075606,2.387711235,8.321287743,9.915241674,4.363280044,13.31479086,6.820157999,6.881818498,8.24625947,6.098674799,5.450883218,9.536005017,8.510207847,13.55357624,11.5355489,13.44361267,10.56026833,13.44820214,15.25485551,14.59341275,14.00711121,12.96534349,20.21280038,20.66558289,18.63994089,21.68817116,16.47037664,24.28859761,22.1802292,23.30687148,24.19263495,24.97471085,24.16964268,21.30422752,20.44427357,22.92840097,25.01498162,13.06263129,16.99178869,21.86254709,24.13633619,
NGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.659504455,3.288071328,4.944683295,7.537212932,11.8430632,13.66303593,10.36314598,9.678100656,8.611070308,9.68166147,12.98262,14.21294519,15.12224248,15.17011624,16.52924627,14.63532529,15.87289675,19.02000129,19.26114211,17.94992898,20.6313217,23.4889448,22.5110395,22.41767629,22.00757427,23.56779349,23.75242945,19.77382118,18.13913315,29.83248265,28.01545092
NLD,,,,,,,,,,29.78629258,29.39969867,29.06868127,29.42376473,30.48691322,28.85035541,25.66950321,26.24825674,24.7214782,23.21082936,23.13892677,23.12636761,23.24603523,22.73595141,23.28579819,25.92709698,23.96313326,24.44568011,24.28590998,25.53159457,26.90474299,25.63731167,25.16793644,24.50651788,24.79849405,25.7653049,26.77602557,27.55341836,27.88118831,26.15442285,27.16948237,27.38193995,25.79534837,24.1685134,25.12114682,25.41781498,26.0786112,27.15782797,27.3184458,24.74531631,24.12164944,26.66345647,27.17662513,26.38850416,26.73774311,26.56155104,27.04662252,27.0823752,28.3536614,29.47154019,28.59564052,26.95247191,32.20588505,29.47722327,29.81392798,29.22560531
NOR,,,,,,,,,,,,,,,,30.0888103,28.37974421,25.95152259,26.47366824,26.66327203,30.5441229,31.16941275,29.76224258,30.31363332,32.80564823,32.11603297,26.92736073,26.84350124,26.28331615,27.11760388,26.78431405,25.47755447,24.90797501,24.91440145,25.83217682,27.57565353,29.5077148,31.19921217,28.00502656,30.10056812,36.63282335,36.4999604,32.88249462,31.74547064,34.25594912,39.08230319,40.56100756,39.85125174,42.22535067,35.83804348,36.9544683,38.97989593,39.47286901,38.63173465,39.13610283,36.0004721,32.95305124,33.86108468,36.69118362,33.41545381,32.43626802,38.02194404,48.53536686,43.21267408,41.16888642
NPL,,,,,,,,,,,,,,,,,15.3212775,17.44328299,17.42714069,16.46995176,17.29647841,16.89507043,16.40124071,14.50573585,16.01258618,18.62311339,15.51951074,16.80707054,14.84427922,13.24642266,10.33419759,11.71677402,15.10886219,16.62517071,13.9920437,21.00779388,20.38508266,19.11054397,20.13192901,20.47123509,21.73051331,18.5502235,25.13148362,25.12676611,27.57583417,30.68571663,29.50425285,31.05886965,36.65691212,37.24818062,37.75048339,29.51612847,34.55534456,37.08133025,39.58969117,40.08822095,35.305082,41.88064873,42.60312132,42.18751605,32.81596837,30.91100063,31.4399529,36.2104694,43.47358693
NRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.77460531,21.78885999,20.85363714,21.33572259,20.03024415,17.69107463,17.00809007,18.0473595,15.90992688,18.37890549,17.73332683,17.56082261,17.60861164,19.65796969,19.69559509,20.79488524,20.6269461,20.71265106,19.99846756,21.26541579,20.34617165,18.37643859,17.49894146,16.98592299,
