cntry.code,a1960,a1961,a1962,a1963,a1964,a1965,a1966,a1967,a1968,a1969,a1970,a1971,a1972,a1973,a1974,a1975,a1976,a1977,a1978,a1979,a1980,a1981,a1982,a1983,a1984,a1985,a1986,a1987,a1988,a1989,a1990,a1991,a1992,a1993,a1994,a1995,a1996,a1997,a1998,a1999,a2000,a2001,a2002,a2003,a2004,a2005,a2006,a2007,a2008,a2009,a2010,a2011,a2012,a2013,a2014,a2015,a2016,a2017,a2018,a2019,a2020,a2021,a2022,a2023,a2024
TUR,,,,,,,,,,,,,,,32.14905204,32.78762023,34.09912536,31.93098552,30.93065301,33.70569814,28.82432226,32.51284648,31.86435638,28.80582203,29.40241668,34.82273226,38.40291664,24.17165383,28.42580393,26.07682122,21.69136229,18.55266983,18.34879382,18.51395182,18.19131931,19.60909653,21.80070445,20.49207813,25.73123583,21.81994463,21.4039696,21.52008824,22.4525992,20.65371244,22.30673286,23.64036031,24.62658249,23.91225577,24.62024551,21.95001023,21.7969962,23.02715173,23.38042665,23.91152743,24.90026827,25.21453386,24.98202432,26.05663226,27.98805362,26.39143683,27.0718996,30.62165993,30.02566816,26.5478086,24.62508206
TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81913902,34.69844358,35.90991798,34.60131888,33.48901463,37.79608933,38.69944273,38.71460443,18.03521707,14.8730557,17.12749991,17.08726133,20.63465798,22.6168195,25.29322317,25.36112429,27.56129961,26.4557998,29.33605431,29.34293347,25.07276964,22.58420544,22.23688702,23.18828843,24.47046481,25.6840524,29.85343219,30.60917576,31.71075098,32.58305962,36.4334818,37.05474475,35.78610959,36.04195056,
UGA,,,,,,,,,,,,,,,,,,,,,,,3.673938002,5.005207558,7.364560499,5.662325424,5.121486908,3.080074394,4.283063129,5.59212524,4.541071958,7.386205233,13.08616119,16.01167211,18.86420225,15.03350182,21.83430167,24.22972248,18.86135693,17.58231382,14.35649304,14.56366734,16.61583267,17.8039744,20.94556204,20.8439315,17.52091327,16.80489478,22.37613212,17.6995451,18.6913058,16.58799171,18.54217588,22.47099018,25.13991073,16.5792422,24.19462726,23.59721595,21.33004505,22.61962791,21.8091703,20.18020123,21.40023527,20.38579423,
UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.27029963,23.40627982,19.978869,18.78776266,18.33067962,22.45269411,20.93041287,21.8860081,23.87172234,23.91180638,27.90474571,21.93338523,19.40339069,20.20712789,16.20877275,12.07058289,13.94410295,11.72237641,12.29811488,7.886474564,9.901623056,21.45707849,19.73208527,16.8636103,13.62216455,12.28500672,12.21956043,12.55659009,16.41637609,12.78635124,11.32932616
UMC,,,,,,,,,,,,,,,,,,,,,,,28.48458124,28.31365802,29.46588937,30.7311518,29.6167859,31.12625428,32.36963567,31.45285253,29.7685039,30.66443239,31.9438516,33.22238331,33.12495147,31.19329133,30.92170417,31.24631035,30.33998476,28.74754355,29.02558276,29.54218433,30.84024123,32.81303803,34.947788,35.55159038,37.52049108,38.59529145,39.48786048,37.58221478,38.51259968,37.58442704,36.97006433,36.00671445,35.9147803,34.3595208,33.57269971,34.15761964,33.96629893,33.4865957,33.52116754,35.27264918,35.42468433,33.4718088,
URY,,,,,,,,,,,,,,,,,,,18.97500234,18.99971072,8.079943115,16.98183226,14.89962752,10.92513137,10.01450901,9.832094796,12.57930327,12.74481479,15.24803103,13.60841359,14.08779779,15.96706016,14.63278918,13.94383412,13.65731453,14.1230045,14.06893077,13.56433206,13.94294029,12.00288515,10.96974653,11.4439531,15.38457852,14.92567766,16.72337975,17.57854649,16.51208453,16.89727995,15.9690122,17.67684076,17.14671248,17.55089881,12.81906778,14.54959032,13.23798685,15.20678087,18.27495202,16.06947578,14.42987643,15.40410192,15.61210843,15.85729662,14.94405287,14.07522051,14.4364667
USA,,,,,,,,,,,22.05686558,22.29540284,22.66865242,24.21704869,23.16638872,21.70788365,22.56711284,23.14232794,24.42031996,25.23505776,23.75229543,24.54234293,22.04872975,21.35982067,22.93691842,21.6118815,20.70457205,20.51950326,20.68877737,20.95161285,20.35832105,20.31964579,19.45957695,19.31720934,19.77252555,19.96524624,20.35754074,20.96720253,20.76821037,20.62169588,19.87912928,18.55416909,17.63359828,17.21754121,17.50315703,17.68534519,17.68122996,17.51288566,16.3532943,15.21726623,15.84471124,16.18159209,17.43404227,18.38686859,18.85624136,19.19014132,18.84005526,19.32528191,19.53920981,19.69603781,18.89081748,17.75935827,18.13171993,18.34916271,18.14015061
UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.67248052,37.45477213,39.84045483,48.55826466,35.82231153,31.72196604,33.65940253,32.6826064,29.49308422,30.30287842,25.79361337,24.37896183,26.56081134,30.39626924,29.32899718,28.58886816,27.69150349,29.70286245,26.61272288,28.28914163
VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,,,,,,,,,,,24.40365209,23.56679092,23.11469546,25.95620657,39.20166794,30.98706159,27.22384237,25.06981105,19.67053117,23.6878842,24.24927518,19.97226586,12.11173215,4.152300235,27.24310745,26.1856604,19.64274665,23.98154277,20.39144241,22.27641325,29.55064675,24.46670806,20.20386707,17.69115561,21.85046475,23.51013856,31.6972318,31.96255705,25.9489486,28.70623347,34.46699787,29.08217914,30.32164073,29.75493764,35.66095633,40.63935113,40.70429809,37.13654278,36.56020403,22.41370968,31.43295512,30.54288285,25.62897701,19.02767037,8.939355092,,,,,,,,,,
VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.19650323,21.79550617,23.34479983,26.87137621,31.24779331,31.30189558,32.52767451,31.49322057,33.46638269,33.07503365,33.33076338,31.84021689,27.90047256,27.50274617,33.4362083,35.76589959,34.86501743,33.2013419,32.99155175,28.07294003,28.46944749,28.85687077,30.93169779,31.3330315,33.0073259,32.59636365,33.04802436,34.67186302,
VUT,,,,,,,,,,,,,,,,,,,,,,,,15.14783667,22.82862288,15.46423593,13.89821005,19.48358002,14.79984852,20.22544683,26.80307126,21.29301916,15.0723958,15.79808117,14.27465555,13.83143653,5.623696081,15.40171792,0.296663022,0.309581836,6.088196644,8.256230923,12.43319111,12.61963559,15.96200275,18.06008133,24.06894407,22.45949507,32.15576832,22.76254055,17.79643986,18.85445265,14.84701623,20.70487581,21.91666176,26.71420772,27.45999006,22.54697905,34.43441195,50.95437759,32.97573098,38.16857485,25.76857683,,
WLD,,,,,,,,,,,,,,,,,,,,,,,23.68283328,23.5443784,24.61385015,24.44019302,23.94944122,24.4998222,25.22972268,25.17449318,24.48699567,23.67570365,24.20723297,24.43618957,25.0243702,24.79093704,25.36376253,25.69199062,25.26547214,24.86847107,25.20814871,24.64630775,24.49831285,25.01791714,26.23055215,26.67964514,27.54887146,27.89930038,27.36846918,25.22604974,26.29173515,26.44500233,26.31799488,26.15855788,26.2825994,25.96240214,25.65692722,26.25086858,26.41374862,26.31008202,25.61893157,26.85581824,26.84902653,26.12436487,21.98858226
WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00130195,29.51004241,31.4171877,31.2798007,27.6551939,27.6503971,30.88589331,34.10689345,31.92042187,36.16098136,35.7254848,33.2010117,28.3970452,26.41830857,21.36097788,25.82227838
XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.11817325,22.64365155,20.32242816,22.63711053,25.78439186,26.48151716,20.60751238,21.66705014,25.54183749,29.28161275,28.6355958,28.87997687,26.58324815,27.21736614,24.85025172,26.41009499,
YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.35841535,17.46900209,10.2275859,10.76631662,3.48784804,8.250407959,2.499763719,8.05121413,4.789198233,9.825142238,8.308491924,20.28333042,,,,,,,,
ZAF,27.81244999,28.57359636,29.21540656,30.87836966,29.46135831,30.27316551,30.35168949,32.08565614,30.46108568,29.76372228,27.81736606,26.35578698,27.08229487,30.42998414,32.2581734,26.5344199,25.75245227,25.99705703,26.49745966,27.78818382,30.13733797,26.31841008,23.31835764,22.43080847,21.19388855,21.25935321,20.00017575,18.31560297,18.27714434,18.98875724,14.53396526,14.91901535,14.76527088,15.81817085,15.37134398,16.72292438,15.66763405,14.87210057,14.77072694,14.41349254,15.10713114,14.75987099,17.94627467,18.38560219,16.98124135,17.69809753,18.1066244,17.00703659,16.32364634,17.37743623,17.14240591,16.10205686,13.4973772,13.83784368,13.68177342,14.28897594,14.28791839,14.24370808,13.23023653,13.21602315,14.30818361,16.48598587,15.09281684,14.33279771,13.31769112
ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.14882677,36.03642801,40.97603631,37.91538893,39.52035933,37.75195156,37.35644876,43.28724522,41.89603614,39.78600869,46.41564567,45.13875671,44.95062955,35.77765452,
ZWE,,,,,,,,,,,,,,,,,,6.960865058,3.027380854,-1.25309283,-1.619719824,2.181024953,-5.471779382,-7.749489875,5.664416843,4.179830925,2.197183258,-1.900751924,3.091157756,0.907954494,-1.222276856,-5.672712807,-11.58518865,-0.15355254,-5.285670961,,,,,,,,,,,,,,,-1.84335862,1.512788512,4.785126106,-6.744107844,-0.488520704,1.526358549,-0.985855025,-1.218990277,8.414626465,13.92380424,16.74726015,15.09710558,17.23756846,12.54790411,16.65403455,
